Education,Relation_status,Seniority(in Years),Has_child,Children,Cluster,Age_group,Income_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
Postgraduate,Alone,9.77,Has child,1 child,High potential,Adult,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,Alone,10.04,No child,No child,High potential,Mature,Low income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.19,Has child,2 children,High potential,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Undergraduate,Alone,8.71,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,9.13,Has child,1 child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,10.38,No child,No child,Need attention,Senior,High income,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.43,No child,No child,Stars,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.16,Has child,2 children,Need attention,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.50,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,10.28,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.70,No child,No child,Need attention,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.31,No child,No child,Need attention,Senior,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.72,Has child,2 children,Need attention,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.29,Has child,2 children,Leaky bucket,Mature,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,9.44,Has child,1 child,Stars,Senior,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.16,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,8.93,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.91,Has child,1 child,Need attention,Senior,High income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
Undergraduate,In couple,10.50,Has child,2 children,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,Alone,9.99,Has child,1 child,High potential,Senior,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,Alone,10.30,Has child,1 child,Need attention,Senior,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer
Postgraduate,In couple,8.96,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.52,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.08,No child,No child,Stars,Adult,High income,Biggest consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.14,Has child,1 child,High potential,Senior,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,10.58,Has child,1 child,High potential,Mature,Low income,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,8.87,No child,No child,Stars,Adult,High income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,10.48,Has child,1 child,High potential,Mature,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.08,No child,No child,Need attention,Senior,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.34,No child,No child,Need attention,Adult,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.71,Has child,1 child,Stars,Mature,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.93,Has child,2 children,High potential,Mature,Low to medium income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,In couple,10.06,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.66,No child,No child,Leaky bucket,Senior,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.47,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.82,No child,No child,Stars,Senior,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.56,No child,No child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer
Postgraduate,Alone,9.28,No child,No child,Stars,Mature,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.84,No child,No child,Stars,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.13,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,10.37,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.87,No child,No child,Need attention,Adult,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.83,Has child,2 children,Leaky bucket,Senior,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.68,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.66,No child,No child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
Postgraduate,In couple,8.72,Has child,2 children,Leaky bucket,Adult,Low to medium income,Low consumer,Non consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,Alone,9.84,Has child,2 children,High potential,Senior,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.17,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.53,No child,No child,Stars,Senior,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.37,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.02,Has child,1 child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.02,No child,No child,Need attention,Senior,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.12,No child,No child,Stars,Adult,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.06,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,8.95,Has child,1 child,Leaky bucket,Adult,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
Postgraduate,In couple,10.18,Has child,2 children,High potential,Mature,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.92,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,9.33,Has child,2 children,Leaky bucket,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.42,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Biggest consumer
Undergraduate,In couple,10.59,No child,No child,High potential,Mature,Low income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.46,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Non consumer,Low consumer
Postgraduate,In couple,8.91,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer
Postgraduate,Alone,10.25,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,10.02,Has child,1 child,High potential,Adult,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.47,Has child,1 child,High potential,Mature,Low income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.06,No child,No child,Stars,Senior,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.74,Has child,1 child,High potential,Mature,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.06,Has child,2 children,High potential,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,10.20,Has child,1 child,High potential,Senior,Low income,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,10.08,Has child,2 children,High potential,Adult,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.71,No child,No child,High potential,Adult,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.38,Has child,1 child,Leaky bucket,Adult,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.90,Has child,1 child,Stars,Senior,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.22,No child,No child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.94,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.39,No child,No child,Stars,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.93,Has child,1 child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.89,Has child,2 children,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Undergraduate,In couple,8.79,No child,No child,Stars,Adult,High income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,10.52,No child,No child,Need attention,Mature,High income,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.20,Has child,1 child,High potential,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.14,Has child,1 child,High potential,Mature,Low income,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
Undergraduate,Alone,9.18,Has child,1 child,Stars,Adult,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,10.00,Has child,1 child,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,9.20,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer
Postgraduate,In couple,10.50,Has child,1 child,High potential,Mature,Low income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.73,No child,No child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Non consumer
Postgraduate,Alone,9.47,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.33,Has child,1 child,Leaky bucket,Mature,Low income,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,In couple,10.28,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,10.06,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Non consumer,Biggest consumer
Postgraduate,Alone,9.47,Has child,1 child,Stars,Mature,High income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.01,Has child,1 child,Stars,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.80,No child,No child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,10.06,Has child,1 child,High potential,Adult,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.58,No child,No child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Undergraduate,In couple,10.11,No child,No child,High potential,Adult,Low income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.58,No child,No child,Need attention,Mature,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Undergraduate,In couple,9.94,Has child,2 children,High potential,Mature,Low to medium income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,10.02,No child,No child,High potential,Adult,Low to medium income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.89,Has child,2 children,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,8.94,Has child,2 children,Leaky bucket,Senior,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.45,Has child,3 children,High potential,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,9.06,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.92,Has child,1 child,High potential,Adult,Low to medium income,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.12,Has child,2 children,Leaky bucket,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.08,Has child,1 child,Stars,Senior,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,10.05,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.03,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,In couple,9.99,Has child,2 children,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,Alone,9.39,No child,No child,Leaky bucket,Senior,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,10.50,Has child,1 child,Need attention,Senior,Low to medium income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
Undergraduate,In couple,10.60,Has child,1 child,High potential,Adult,Low income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.99,Has child,1 child,Need attention,Senior,Medium to high income,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.28,Has child,1 child,Stars,Senior,Medium to high income,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.32,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.85,Has child,1 child,Need attention,Mature,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.44,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.25,Has child,1 child,Stars,Senior,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.42,Has child,2 children,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.76,Has child,1 child,Need attention,Senior,Medium to high income,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.94,Has child,1 child,High potential,Adult,Low to medium income,Low consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.07,No child,No child,Need attention,Adult,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.85,No child,No child,Need attention,Adult,Low to medium income,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,10.45,Has child,3 children,Need attention,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.27,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.26,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,In couple,10.48,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,9.27,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.74,Has child,1 child,Leaky bucket,Mature,Medium to high income,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,9.48,No child,No child,Stars,Mature,Medium to high income,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.55,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Undergraduate,In couple,9.19,No child,No child,Stars,Senior,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.99,Has child,2 children,High potential,Senior,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,Alone,9.45,Has child,2 children,Stars,Mature,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
Postgraduate,Alone,8.71,Has child,1 child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,8.76,Has child,2 children,Leaky bucket,Senior,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,8.70,Has child,2 children,Leaky bucket,Senior,Low to medium income,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Frequent consumer
Postgraduate,Alone,9.97,No child,No child,High potential,Mature,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.42,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,Alone,9.63,Has child,1 child,Stars,Mature,High income,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.17,Has child,1 child,Need attention,Senior,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.19,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.36,No child,No child,Stars,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,10.15,Has child,2 children,High potential,Adult,Low to medium income,Frequent consumer,Low consumer,Low consumer,Non consumer,Non consumer,Non consumer
Postgraduate,In couple,10.57,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.16,Has child,1 child,Need attention,Senior,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.50,No child,No child,Leaky bucket,Senior,Low to medium income,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,10.35,Has child,1 child,Need attention,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.92,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.38,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.59,Has child,1 child,Leaky bucket,Senior,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.20,Has child,1 child,Stars,Senior,High income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.47,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,Alone,10.15,No child,No child,High potential,Adult,Low to medium income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.67,No child,No child,Need attention,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.08,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.67,Has child,1 child,High potential,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Undergraduate,Alone,8.95,No child,No child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.53,Has child,1 child,High potential,Mature,Low income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.33,Has child,1 child,High potential,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.15,No child,No child,Need attention,Adult,Medium to high income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,10.05,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
Undergraduate,In couple,10.22,No child,No child,Need attention,Adult,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.93,Has child,1 child,Stars,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.42,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Frequent consumer,Low consumer,Low consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.33,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,9.52,Has child,2 children,Leaky bucket,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Undergraduate,In couple,9.38,No child,No child,Leaky bucket,Mature,Low income,Non consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,In couple,8.85,Has child,1 child,Stars,Mature,High income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.21,No child,No child,Need attention,Young,High income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
